Feature,Dtype,# Count,# NaN,# Unique,# Dupes,Min,Max,% NaN,% Zero,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,23,772,7,1,0.0,20.789,97.107,2.138,1.955,0.0,5.812,7.993,3.007
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",float64,59,736,51,1,0.0,10.6,92.579,1.132,1.48,0.638,2.13,8.268,2.688
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",float64,29,766,10,1,0.0,0.124,96.352,2.516,0.011,0.0,0.033,8.961,3.147
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",float64,42,753,37,1,0.0,6.282,94.717,0.755,1.402,1.001,1.405,4.676,2.103
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",float64,45,750,41,1,0.0,1.753,94.34,0.629,0.341,0.108,0.455,2.469,1.792
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",float64,24,771,9,1,0.0,0.481,96.981,2.013,0.032,0.0,0.105,15.939,3.892
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",float64,42,753,24,1,0.0,1.587,94.717,2.39,0.217,0.034,0.439,3.571,2.225
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,17,778,2,1,0.0,0.126,97.862,2.013,0.007,0.0,0.03,17.0,4.123
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",float64,50,745,35,1,0.0,0.605,93.711,2.013,0.105,0.044,0.155,2.448,1.801
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",float64,26,769,2,1,0.0,0.001,96.73,3.145,0.0,0.0,0.0,26.0,5.099
"Gross PSD, Financial Public Corp., Short-term, All instruments, Nominal Value, % of GDP",float64,52,743,47,1,0.0,55.609,93.459,0.755,14.419,5.205,16.943,-0.357,0.86
"Gross PSD, Financial Public Corp., Short-term, Currency and deposits, Nominal Value, % of GDP",float64,36,759,34,1,0.0,46.181,95.472,0.377,15.748,17.464,13.627,-0.587,0.462
"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",float64,54,741,31,1,0.0,9.385,93.208,3.019,0.757,0.024,1.943,9.612,3.16
"Gross PSD, Financial Public Corp., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,23,772,4,1,0.0,36.276,97.107,2.516,4.58,0.0,12.096,3.878,2.354
"Gross PSD, Financial Public Corp., Short-term, Loans, Nominal Value, % of GDP",float64,51,744,24,1,0.0,2.759,93.585,3.522,0.257,0.0,0.602,9.348,3.096
"Gross PSD, Financial Public Corp., Short-term, Other accounts payable, Nominal Value, % of GDP",float64,35,760,24,1,0.0,4.405,95.597,1.509,0.672,0.028,1.325,3.644,2.188
"Gross PSD, General Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",float64,135,660,135,0,1.04,207.013,83.019,0.0,43.061,32.29,37.818,6.34,2.266
"Gross PSD, General Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",float64,129,666,129,0,0.251,170.698,83.774,0.0,47.318,37.306,40.014,1.189,1.326
"Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",float64,138,657,138,0,2.511,62.421,82.642,0.0,25.706,25.613,12.83,-0.461,0.308
"Gross PSD, General Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",float64,126,669,121,1,0.0,52.621,84.151,0.755,15.925,13.789,15.274,-0.949,0.537
"Gross PSD, General Gov., All maturities, All instruments, Nominal Value, % of GDP",float64,182,613,182,0,14.462,237.797,77.107,0.0,70.06,56.955,41.751,3.527,1.745
"Gross PSD, General Gov., All maturities, Currency and deposits, Nominal Value, % of GDP",float64,101,694,99,1,0.0,18.302,87.296,0.377,1.915,0.418,3.651,7.553,2.809
"Gross PSD, General Gov., All maturities, Debt Securities, Market value, % of GDP",float64,111,684,111,0,0.175,205.888,86.038,0.0,52.265,42.364,39.15,4.232,1.749
"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, % of GDP",float64,180,615,180,0,6.481,200.428,77.358,0.0,46.244,38.826,33.168,5.754,1.908
"Gross PSD, General Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,100,695,95,1,0.0,55.562,87.421,0.755,3.75,0.098,10.177,13.34,3.551
"Gross PSD, General Gov., All maturities, Loans, Nominal Value, % of GDP",float64,180,615,180,0,2.291,157.479,77.358,0.0,15.682,10.893,19.109,30.738,4.958
"Gross PSD, General Gov., All maturities, Other accounts payable, Nominal Value, % of GDP",float64,124,671,120,1,0.0,18.664,84.403,0.629,7.344,7.296,4.54,-0.025,0.397
"Gross PSD, General Gov., All maturities, Special Drawing Rights, Nominal Value, % of GDP",float64,69,726,40,1,0.0,7.424,91.321,3.774,0.946,0.706,1.353,9.082,2.662
"Gross PSD, General Gov., Long-term, All instruments, Nominal Value, % of GDP",float64,168,627,168,0,0.781,151.286,78.868,0.0,55.158,49.26,29.106,0.997,0.997
"Gross PSD, General Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",float64,170,625,170,0,0.781,195.017,78.616,0.0,55.081,48.522,32.266,3.075,1.522
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",float64,63,732,13,1,0.0,0.122,92.075,6.415,0.013,0.0,0.034,4.645,2.466
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",float64,164,631,164,0,4.941,107.072,79.371,0.0,38.194,35.305,23.853,0.284,0.898
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,113,682,82,1,0.0,55.562,85.786,4.025,2.865,0.049,9.514,17.29,4.076
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",float64,161,634,161,0,0.884,156.011,79.748,0.0,14.939,10.431,19.639,29.966,5.004
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",float64,64,731,30,1,0.0,8.355,91.95,4.403,0.817,0.0,1.924,6.252,2.686
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",float64,74,721,37,1,0.0,7.424,90.692,4.78,0.836,0.0,1.339,9.614,2.767
"Gross PSD, General Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",float64,111,684,103,1,0.0,41.921,86.038,1.132,4.184,2.971,5.494,21.965,4.033
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",float64,49,746,10,1,0.0,0.116,93.836,5.031,0.008,0.0,0.024,12.193,3.493
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",float64,96,699,91,1,0.0,24.197,87.925,0.755,3.777,2.618,4.38,7.998,2.556
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,47,748,5,1,0.0,0.036,94.088,5.409,0.002,0.0,0.008,12.967,3.768
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",float64,93,702,84,1,0.0,30.532,88.302,1.258,0.905,0.311,3.19,83.23,8.906
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",float64,46,749,12,1,0.0,0.241,94.214,4.403,0.015,0.0,0.055,12.101,3.665
"Gross PSD, General Gov., Short-term, All instruments, Nominal Value, % of GDP",float64,165,630,165,0,0.003,38.259,79.245,0.0,9.577,8.259,7.589,1.358,0.977
"Gross PSD, General Gov., Short-term, Currency and deposits, Nominal Value, % of GDP",float64,118,677,85,1,0.0,18.302,85.157,4.277,1.347,0.312,3.175,14.018,3.691
"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, % of GDP",float64,164,631,143,1,0.0,27.864,79.371,2.767,3.433,1.871,4.689,10.631,2.824
"Gross PSD, General Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,64,731,13,1,0.0,3.092,91.95,6.541,0.176,0.0,0.641,15.609,4.046
"Gross PSD, General Gov., Short-term, Loans, Nominal Value, % of GDP",float64,151,644,124,1,0.0,6.565,81.006,3.522,0.78,0.248,1.239,6.006,2.372
"Gross PSD, General Gov., Short-term, Other accounts payable, Nominal Value, % of GDP",float64,121,674,105,1,0.0,18.509,84.78,2.138,6.381,6.127,4.659,-0.504,0.323
"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",float64,160,635,160,0,14.462,227.797,79.874,0.0,60.233,51.124,36.084,6.439,2.035
"Gross PSD, General Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",float64,117,678,111,1,0.0,151.894,85.283,0.881,59.253,50.206,34.994,-0.384,0.479
"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",float64,83,712,83,0,17.88,206.816,89.56,0.0,74.896,67.102,39.864,0.695,0.88
"Gross PSD, General Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",float64,81,714,78,1,0.0,136.699,89.811,0.503,67.326,56.156,35.215,-0.704,0.285
"Gross PSD, General Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",float64,21,774,21,0,51.695,171.625,97.358,0.0,99.652,78.625,41.7,-1.525,0.359
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",float64,52,743,44,1,0.0,60.947,93.459,1.132,5.969,1.444,13.973,11.102,3.429
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",float64,57,738,52,1,0.0,75.873,92.83,0.755,6.169,1.13,16.748,13.708,3.815
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",float64,61,734,61,0,0.0,26.476,92.327,0.126,3.249,1.142,5.815,10.162,3.141
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",float64,63,732,61,1,0.0,11.55,92.075,0.377,3.407,2.075,3.282,-0.687,0.689
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",float64,72,723,72,0,0.019,87.423,90.943,0.0,9.014,5.766,16.799,16.757,4.086
"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, % of GDP",float64,15,780,15,0,0.118,64.185,98.113,0.0,13.793,2.221,25.098,0.892,1.662
"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",float64,52,743,52,0,0.118,69.366,93.459,0.0,6.574,2.224,15.593,12.949,3.745
"Gross PSD, Nonfinancial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,14,781,10,1,0.0,3.094,98.239,0.629,0.668,0.032,1.245,0.514,1.559
"Gross PSD, Nonfinancial Public Corp., All maturities, Loans, Nominal Value, % of GDP",float64,75,720,75,0,0.019,13.07,90.566,0.0,3.322,2.29,3.111,1.518,1.3
"Gross PSD, Nonfinancial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",float64,37,758,35,1,0.0,6.058,95.346,0.377,1.323,0.648,1.929,2.05,1.847
"Gross PSD, Nonfinancial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",float64,14,781,4,1,0.0,1.552,98.239,1.384,0.287,0.0,0.581,1.25,1.703
"Gross PSD, Nonfinancial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",float64,66,729,64,1,0.0,70.965,91.698,0.377,7.421,4.961,14.033,15.458,3.948
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",float64,63,732,61,1,0.0,70.965,92.075,0.377,7.342,4.923,14.334,14.929,3.901
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",float64,18,777,1,1,0.0,0.0,97.736,2.264,0.0,0.0,0.0,0,0
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",float64,49,746,41,1,0.0,62.622,93.836,1.132,5.984,1.838,14.439,11.883,3.596
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,21,774,4,1,0.0,0.035,97.358,2.264,0.005,0.0,0.012,3.249,2.217
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",float64,63,732,63,0,0.014,8.203,92.075,0.0,2.576,1.518,2.354,-0.739,0.749
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",float64,26,769,15,1,0.0,2.413,96.73,1.509,0.27,0.001,0.663,7.129,2.79
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",float64,20,775,4,1,0.0,1.552,97.484,2.138,0.201,0.0,0.499,3.707,2.264
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",float64,48,747,46,1,0.0,1.633,93.962,0.377,0.407,0.346,0.378,2.708,1.502
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",float64,16,779,1,1,0.0,0.0,97.987,2.013,0.0,0.0,0.0,0,0
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",float64,40,755,28,1,0.0,1.254,94.969,1.635,0.187,0.079,0.295,6.26,2.475
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,19,776,1,1,0.0,0.0,97.61,2.39,0.0,0.0,0.0,0,0
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",float64,51,744,49,1,0.0,0.911,93.585,0.377,0.236,0.189,0.209,0.879,1.092
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",float64,19,776,5,1,0.0,0.126,97.61,1.887,0.014,0.0,0.039,6.425,2.772
"Gross PSD, Nonfinancial Public Corp., Short-term, All instruments, Nominal Value, % of GDP",float64,47,748,40,1,0.0,17.335,94.088,1.006,1.628,0.179,4.136,10.271,3.339
"Gross PSD, Nonfinancial Public Corp., Short-term, Currency and deposits, Nominal Value, % of GDP",float64,22,773,1,1,0.0,0.0,97.233,2.767,0.0,0.0,0.0,0,0
"Gross PSD, Nonfinancial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",float64,47,748,15,1,0.0,7.52,94.088,4.151,0.465,0.0,1.744,12.259,3.7
"Gross PSD, Nonfinancial Public Corp., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,22,773,4,1,0.0,3.094,97.233,2.39,0.404,0.0,1.04,3.541,2.283
"Gross PSD, Nonfinancial Public Corp., Short-term, Loans, Nominal Value, % of GDP",float64,49,746,43,1,0.0,1.974,93.836,0.881,0.327,0.061,0.486,3.12,1.86
"Gross PSD, Nonfinancial Public Corp., Short-term, Other accounts payable, Nominal Value, % of GDP",float64,28,767,18,1,0.0,6.058,96.478,1.384,1.067,0.177,1.936,2.368,1.93
"Gross PSD, Total, All maturities, All instruments, Domestic creditors, Nominal Value, US$",float64,63,732,61,1,0.0,3252113442264.857,92.075,0.377,367206761642.311,16122553887.067,781038715009.824,7.086,2.741
"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",float64,69,726,69,0,577399914.201,2270294795400.0,91.321,0.0,231419512724.856,17368768277.945,505116304081.962,9.558,3.077
"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",float64,66,729,66,0,2316483173.162,642389821549.043,91.698,0.0,101020012163.484,33428357684.611,158467041702.662,4.307,2.172
"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",float64,66,729,66,0,490586512.075,273902007470.974,91.698,0.0,47447819557.459,20695253876.122,67958814993.795,4.542,2.302
"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",float64,75,720,75,0,4395029872.493,6194818916062.5,90.566,0.0,621269220463.514,59255103430.543,1353996702154.38,9.012,3.002
"Gross PSD, Total, All maturities, Currency and deposits, Nominal Value, US$",float64,43,752,43,0,172931.97,1703052727600.0,94.591,0.0,194908068175.914,4888794347.141,422896986124.675,7.846,2.891
"Gross PSD, Total, All maturities, Debt Securities, Market value, US$",float64,18,777,18,0,54069965.273,2373487460425.0,97.736,0.0,858947663052.968,589202725479.472,873294686805.069,-1.362,0.537
"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",float64,75,720,75,0,1735062074.243,2078078041450.0,90.566,0.0,299414067705.653,31295295631.78,552824121205.786,3.963,2.211
"Gross PSD, Total, All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",float64,28,767,28,0,18044.534,2388128512600.0,96.478,0.0,326817123191.658,5856749962.463,701497968552.635,5.124,2.534
"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",float64,75,720,75,0,2321894019.347,409200238400.001,90.566,0.0,53987622293.417,14516145953.294,84627261555.29,8.8,2.814
