Feature,Dtype,# Count,# NaN,# Unique,# Dupes,Min,Max,% NaN,% Zero,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Gross PSD, Central Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",float64,111,144,106,1,0.0,218.822,56.471,2.353,60.386,49.778,42.434,1.76,1.154
"Gross PSD, Central Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",float64,90,165,90,0,13.325,217.491,64.706,0.0,69.079,59.605,41.302,1.669,1.166
"Gross PSD, Central Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",float64,81,174,76,1,0.0,139.733,68.235,2.353,56.719,54.003,34.133,-0.502,0.353
"Gross PSD, Central Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",float64,24,231,23,1,0.0,165.715,90.588,0.784,71.61,58.444,45.825,-0.311,0.536
"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",float64,3,252,3,0,43.807,47.172,98.824,0.0,45.096,44.31,1.815,.,1.584
"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",float64,3,252,3,0,48.023,51.533,98.824,0.0,49.852,50.0,1.76,.,-0.375
"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",float64,3,252,3,0,3.712,6.192,98.824,0.0,4.755,4.361,1.286,.,1.249
"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",float64,12,243,12,0,34.023,185.507,95.294,0.0,83.342,54.474,59.543,-0.418,1.225
"Gross PSD, Financial Public Corp., All maturities, Currency and deposits, Nominal Value, % of GDP",float64,12,243,12,0,12.986,130.292,95.294,0.0,52.946,32.17,45.925,-0.533,1.142
"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, % of GDP",float64,12,243,12,0,0.263,36.952,95.294,0.0,16.119,15.712,12.654,-1.001,0.244
"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",float64,12,243,12,0,0.263,35.238,95.294,0.0,16.184,16.274,12.369,-1.148,0.108
"Gross PSD, Financial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,9,246,9,0,0.023,21.729,96.471,0.0,6.885,0.342,10.076,-1.635,0.874
"Gross PSD, Financial Public Corp., All maturities, Loans, Nominal Value, % of GDP",float64,12,243,12,0,0.001,13.105,95.294,0.0,6.293,6.093,5.345,-1.887,0.062
"Gross PSD, Financial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",float64,12,243,12,0,0.095,8.609,95.294,0.0,2.755,1.277,3.138,-0.311,1.147
"Gross PSD, Financial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",float64,3,252,1,1,0.0,0.0,98.824,1.176,0.0,0.0,0.0,.,0
"Gross PSD, Financial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",float64,9,246,7,1,0.0,25.264,96.471,1.176,15.048,20.518,11.431,-1.719,-0.762
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",float64,6,249,4,1,0.0,23.842,97.647,1.176,11.602,11.392,12.714,-3.324,0.003
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",float64,6,249,4,1,0.0,3.583,97.647,1.176,1.749,1.72,1.917,-3.326,0.003
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",float64,3,252,3,0,17.319,18.462,98.824,0.0,17.738,17.435,0.629,.,1.665
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",float64,3,252,3,0,1.941,1.993,98.824,0.0,1.966,1.965,0.026,.,0.217
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",float64,3,252,1,1,0.0,0.0,98.824,1.176,0.0,0.0,0.0,.,0
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",float64,6,249,4,1,0.0,1.421,97.647,1.176,0.646,0.577,0.712,-3.173,0.057
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",float64,3,252,1,1,0.0,0.0,98.824,1.176,0.0,0.0,0.0,.,0
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",float64,3,252,3,0,1.154,1.421,98.824,0.0,1.292,1.3,0.134,.,-0.265
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",float64,3,252,1,1,0.0,0.0,98.824,1.176,0.0,0.0,0.0,.,0
"Gross PSD, Financial Public Corp., Short-term, All instruments, Nominal Value, % of GDP",float64,9,246,8,1,0.0,46.276,96.471,0.784,22.982,25.916,18.765,-1.613,-0.179
"Gross PSD, Financial Public Corp., Short-term, Currency and deposits, Nominal Value, % of GDP",float64,6,249,6,0,19.274,46.181,97.647,0.0,32.038,30.379,12.396,-2.756,0.165
"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",float64,9,246,5,1,0.0,1.291,96.471,1.961,0.523,0.0,0.624,-2.457,0.314
"Gross PSD, Financial Public Corp., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,3,252,1,1,0.0,0.0,98.824,1.176,0.0,0.0,0.0,.,0
"Gross PSD, Financial Public Corp., Short-term, Loans, Nominal Value, % of GDP",float64,6,249,4,1,0.0,0.914,97.647,1.176,0.445,0.425,0.488,-3.31,0.008
"Gross PSD, Financial Public Corp., Short-term, Other accounts payable, Nominal Value, % of GDP",float64,6,249,6,0,0.095,2.821,97.647,0.0,1.205,0.932,1.194,-2.243,0.385
"Gross PSD, General Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",float64,68,187,68,0,16.58,207.013,73.333,0.0,60.712,43.404,44.089,3.244,1.786
"Gross PSD, General Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",float64,53,202,53,0,28.567,170.698,79.216,0.0,78.794,59.012,41.128,-0.781,0.817
"Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",float64,68,187,68,0,2.511,62.421,73.333,0.0,27.094,26.283,13.775,-0.258,0.259
"Gross PSD, General Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",float64,50,205,45,1,0.0,25.047,80.392,2.353,3.319,0.339,7.185,4.113,2.356
"Gross PSD, General Gov., All maturities, All instruments, Nominal Value, % of GDP",float64,104,151,104,0,24.875,237.797,59.216,0.0,85.319,70.044,47.922,1.3,1.221
"Gross PSD, General Gov., All maturities, Currency and deposits, Nominal Value, % of GDP",float64,98,157,96,1,0.0,18.302,61.569,1.176,1.973,0.432,3.692,7.238,2.759
"Gross PSD, General Gov., All maturities, Debt Securities, Market value, % of GDP",float64,96,159,96,0,5.757,205.888,62.353,0.0,56.162,44.537,39.876,3.916,1.745
"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, % of GDP",float64,104,151,104,0,6.481,200.428,59.216,0.0,56.546,43.624,37.505,3.907,1.66
"Gross PSD, General Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,92,163,87,1,0.0,55.562,63.922,2.353,3.964,0.09,10.581,11.994,3.384
"Gross PSD, General Gov., All maturities, Loans, Nominal Value, % of GDP",float64,104,151,104,0,2.703,157.479,59.216,0.0,15.604,10.469,22.963,25.673,4.91
"Gross PSD, General Gov., All maturities, Other accounts payable, Nominal Value, % of GDP",float64,98,157,98,0,1.336,18.664,61.569,0.0,8.545,8.104,3.768,0.835,0.854
"Gross PSD, General Gov., All maturities, Special Drawing Rights, Nominal Value, % of GDP",float64,50,205,22,1,0.0,1.985,80.392,11.373,0.455,0.0,0.602,-0.477,0.935
"Gross PSD, General Gov., Long-term, All instruments, Nominal Value, % of GDP",float64,92,163,92,0,0.781,151.286,63.922,0.0,62.615,58.158,34.931,-0.359,0.553
"Gross PSD, General Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",float64,95,160,95,0,0.781,195.017,62.745,0.0,64.872,54.921,38.747,0.841,0.935
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",float64,38,217,13,1,0.0,0.122,85.098,10.196,0.022,0.0,0.041,1.049,1.638
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",float64,89,166,89,0,5.318,107.072,65.098,0.0,47.516,39.007,25.968,-0.661,0.525
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,86,169,78,1,0.0,55.562,66.275,3.529,3.749,0.086,10.768,12.287,3.478
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",float64,86,169,86,0,0.884,156.011,66.275,0.0,14.931,9.979,24.575,22.942,4.756
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",float64,29,226,21,1,0.0,8.355,88.627,3.529,1.742,0.322,2.588,0.607,1.417
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",float64,41,214,19,1,0.0,1.985,83.922,9.02,0.483,0.0,0.626,-0.603,0.896
"Gross PSD, General Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",float64,50,205,42,1,0.0,13.163,80.392,3.529,3.166,2.404,3.306,2.726,1.601
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",float64,26,229,7,1,0.0,0.116,89.804,7.843,0.01,0.0,0.03,9.252,3.169
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",float64,32,223,32,0,0.942,12.88,87.451,0.0,4.105,3.379,3.13,3.583,1.979
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,23,232,1,1,0.0,0.0,90.98,9.02,0.0,0.0,0.0,0,0
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",float64,29,226,25,1,0.0,1.5,88.627,1.961,0.363,0.248,0.434,1.818,1.586
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",float64,17,238,7,1,0.0,0.241,93.333,4.314,0.04,0.0,0.086,1.85,1.893
"Gross PSD, General Gov., Short-term, All instruments, Nominal Value, % of GDP",float64,101,154,101,0,2.311,38.259,60.392,0.0,13.043,11.696,7.088,1.842,1.098
"Gross PSD, General Gov., Short-term, Currency and deposits, Nominal Value, % of GDP",float64,92,163,85,1,0.0,18.302,63.922,3.137,1.728,0.405,3.506,10.346,3.222
"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, % of GDP",float64,101,154,88,1,0.0,27.864,60.392,5.49,3.822,2.164,5.341,9.385,2.872
"Gross PSD, General Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,38,217,10,1,0.0,0.774,85.098,11.373,0.063,0.0,0.197,8.985,3.218
"Gross PSD, General Gov., Short-term, Loans, Nominal Value, % of GDP",float64,98,157,96,1,0.0,6.565,61.569,1.176,1.148,0.59,1.386,3.454,1.883
"Gross PSD, General Gov., Short-term, Other accounts payable, Nominal Value, % of GDP",float64,86,169,86,0,1.336,18.509,66.275,0.0,8.147,8.176,3.662,0.586,0.527
"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",float64,95,160,95,0,17.645,227.797,62.745,0.0,68.654,52.678,42.537,3.724,1.631
"Gross PSD, General Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",float64,93,162,90,1,0.0,151.894,63.529,1.569,61.342,50.206,36.633,-0.637,0.505
"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",float64,83,172,83,0,17.88,206.816,67.451,0.0,74.896,67.102,39.864,0.695,0.88
"Gross PSD, General Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",float64,72,183,69,1,0.0,136.699,71.765,1.569,69.587,58.851,36.204,-0.796,0.158
"Gross PSD, General Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",float64,18,237,18,0,51.695,171.625,92.941,0.0,103.513,104.307,43.987,-1.754,0.098
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",float64,14,241,14,0,0.44,20.172,94.51,0.0,5.183,1.799,6.433,1.769,1.65
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",float64,11,244,11,0,0.977,19.663,95.686,0.0,6.291,1.787,6.787,0.271,1.203
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",float64,14,241,14,0,0.0,2.095,94.51,0.392,0.853,0.854,0.672,-0.491,0.419
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",float64,8,247,6,1,0.0,2.604,96.863,1.176,0.765,0.347,1.065,-0.047,1.322
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",float64,17,238,17,0,1.532,22.267,93.333,0.0,9.301,8.558,6.906,-0.984,0.582
"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, % of GDP",float64,12,243,12,0,0.118,4.608,95.294,0.0,1.693,1.416,1.571,-0.982,0.604
"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",float64,17,238,17,0,0.118,11.667,93.333,0.0,2.566,0.821,3.444,3.429,2.014
"Gross PSD, Nonfinancial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,11,244,7,1,0.0,0.271,95.686,1.961,0.043,0.031,0.079,8.629,2.842
"Gross PSD, Nonfinancial Public Corp., All maturities, Loans, Nominal Value, % of GDP",float64,20,235,20,0,0.645,13.07,92.157,0.0,4.542,3.704,4.052,0.581,1.257
"Gross PSD, Nonfinancial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",float64,17,238,17,0,0.267,5.921,93.333,0.0,1.618,0.995,1.719,3.49,2.058
"Gross PSD, Nonfinancial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",float64,8,247,1,1,0.0,0.0,96.863,3.137,0.0,0.0,0.0,0,0
"Gross PSD, Nonfinancial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",float64,11,244,9,1,0.0,17.084,95.686,1.176,5.319,2.871,5.954,0.654,1.28
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",float64,8,247,6,1,0.0,15.451,96.863,1.176,5.971,5.775,6.156,-0.957,0.632
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",float64,5,250,1,1,0.0,0.0,98.039,1.961,0.0,0.0,0.0,0,0
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",float64,5,250,5,0,0.335,10.392,98.039,0.0,4.243,0.679,5.122,-3.173,0.633
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,8,247,4,1,0.0,0.035,96.863,1.961,0.012,0.0,0.017,-2.168,0.662
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",float64,8,247,8,0,1.211,6.214,96.863,0.0,3.223,2.619,2.005,-1.716,0.495
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",float64,2,253,2,0,2.344,2.413,99.216,0.0,2.379,2.379,0.049,.,.
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",float64,5,250,1,1,0.0,0.0,98.039,1.961,0.0,0.0,0.0,0,0
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",float64,5,250,3,1,0.0,1.633,98.039,1.176,0.609,0.0,0.838,-3.105,0.648
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",float64,5,250,1,1,0.0,0.0,98.039,1.961,0.0,0.0,0.0,0,0
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",float64,2,253,2,0,1.154,1.254,99.216,0.0,1.204,1.204,0.07,.,.
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,8,247,1,1,0.0,0.0,96.863,3.137,0.0,0.0,0.0,0,0
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",float64,5,250,5,0,0.017,0.379,98.039,0.0,0.161,0.085,0.152,-1.255,0.824
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",float64,2,253,1,1,0.0,0.0,99.216,0.784,0.0,0.0,0.0,.,.
"Gross PSD, Nonfinancial Public Corp., Short-term, All instruments, Nominal Value, % of GDP",float64,14,241,12,1,0.0,5.183,94.51,1.176,1.203,0.465,1.668,1.541,1.532
"Gross PSD, Nonfinancial Public Corp., Short-term, Currency and deposits, Nominal Value, % of GDP",float64,8,247,1,1,0.0,0.0,96.863,3.137,0.0,0.0,0.0,0,0
"Gross PSD, Nonfinancial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",float64,14,241,9,1,0.0,0.179,94.51,2.353,0.042,0.014,0.059,0.768,1.371
"Gross PSD, Nonfinancial Public Corp., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",float64,8,247,1,1,0.0,0.0,96.863,3.137,0.0,0.0,0.0,0,0
"Gross PSD, Nonfinancial Public Corp., Short-term, Loans, Nominal Value, % of GDP",float64,14,241,14,0,0.028,1.624,94.51,0.0,0.391,0.063,0.513,0.871,1.317
